Shift LUT?,Intercept SE,Slope SE,Ex LUT Interpolation,Em LUT Interpolation,Ex LUT Split,Em LUT Split,Constant Diode,Start of Correction Region,0.04 mM,0.43 mM,4.3 mM
False,plus,plus,slinear,linear,none,even,False,410,1.00182631694,1.13456142698,1.15130891805
False,plus,plus,slinear,linear,none,even,True,410,1.00112021003,1.13301416817,1.15079087689
False,plus,plus,slinear,linear,none,odd,False,410,0.989427536613,1.11968607907,1.13731158071
False,plus,plus,slinear,linear,none,odd,True,410,0.988719339062,1.11816297956,1.13677968875
False,plus,plus,slinear,linear,even,none,False,410,0.993819052228,1.12502949584,1.14225707893
False,plus,plus,slinear,linear,even,none,True,410,0.993105914576,1.12349957063,1.14173010573
False,plus,plus,slinear,linear,even,even,False,410,1.00182631694,1.13456142698,1.15130891805
False,plus,plus,slinear,linear,even,even,True,410,1.00112021003,1.13301416817,1.15079087689
False,plus,plus,slinear,linear,even,odd,False,410,0.989427536613,1.11968607907,1.13731158071
False,plus,plus,slinear,linear,even,odd,True,410,0.988719339062,1.11816297956,1.13677968875
False,plus,plus,slinear,linear,odd,none,False,410,0.993819052228,1.12502949584,1.14225707893
False,plus,plus,slinear,linear,odd,none,True,410,0.993105914576,1.12349957063,1.14173010573
False,plus,plus,slinear,linear,odd,even,False,410,1.00182631694,1.13456142698,1.15130891805
False,plus,plus,slinear,linear,odd,even,True,410,1.00112021003,1.13301416817,1.15079087689
False,plus,plus,slinear,linear,odd,odd,False,410,0.989427536613,1.11968607907,1.13731158071
False,plus,plus,slinear,linear,odd,odd,True,410,0.988719339062,1.11816297956,1.13677968875
False,plus,plus,slinear,slinear,none,none,False,410,0.993819052228,1.12502949584,1.14225707893
False,plus,plus,slinear,slinear,none,none,True,410,0.993105914576,1.12349957063,1.14173010573
False,plus,plus,slinear,slinear,none,even,False,410,1.00182631694,1.13456142698,1.15130891805
False,plus,plus,slinear,slinear,none,even,True,410,1.00112021003,1.13301416817,1.15079087689
False,plus,plus,slinear,slinear,none,odd,False,410,0.989427536613,1.11968607907,1.13731158071
False,plus,plus,slinear,slinear,none,odd,True,410,0.988719339062,1.11816297956,1.13677968875
False,plus,plus,slinear,slinear,even,none,False,410,0.993819052228,1.12502949584,1.14225707893
False,plus,plus,slinear,slinear,even,none,True,410,0.993105914576,1.12349957063,1.14173010573
False,plus,plus,slinear,slinear,even,even,False,410,1.00182631694,1.13456142698,1.15130891805
False,plus,plus,slinear,slinear,even,even,True,410,1.00112021003,1.13301416817,1.15079087689
False,plus,plus,slinear,slinear,even,odd,False,410,0.989427536613,1.11968607907,1.13731158071
False,plus,plus,slinear,slinear,even,odd,True,410,0.988719339062,1.11816297956,1.13677968875
False,plus,plus,slinear,slinear,odd,none,False,410,0.993819052228,1.12502949584,1.14225707893
False,plus,plus,slinear,slinear,odd,none,True,410,0.993105914576,1.12349957063,1.14173010573
False,plus,plus,slinear,slinear,odd,even,False,410,1.00182631694,1.13456142698,1.15130891805
False,plus,plus,slinear,slinear,odd,even,True,410,1.00112021003,1.13301416817,1.15079087689
False,plus,plus,slinear,slinear,odd,odd,False,410,0.989427536613,1.11968607907,1.13731158071
False,plus,plus,slinear,slinear,odd,odd,True,410,0.988719339062,1.11816297956,1.13677968875
False,plus,plus,slinear,quadratic,none,none,False,410,0.993523530062,1.12466937917,1.14192066326
False,plus,plus,slinear,quadratic,none,none,True,410,0.992811361443,1.12314035266,1.14139281225
False,plus,plus,slinear,quadratic,none,even,False,410,0.999927870176,1.13236006276,1.14914298749
False,plus,plus,slinear,quadratic,none,even,True,410,0.999218273582,1.13081460588,1.14862183074
False,plus,plus,slinear,quadratic,none,odd,False,410,0.987625717453,1.11758019133,1.13531742948
False,plus,plus,slinear,quadratic,none,odd,True,410,0.986918879816,1.11606021234,1.13478127921
False,plus,plus,slinear,quadratic,even,none,False,410,0.993523530062,1.12466937917,1.14192066326
False,plus,plus,slinear,quadratic,even,none,True,410,0.992811361443,1.12314035266,1.14139281225
False,plus,plus,slinear,quadratic,even,even,False,410,0.999927870176,1.13236006276,1.14914298749
False,plus,plus,slinear,quadratic,even,even,True,410,0.999218273582,1.13081460588,1.14862183074
False,plus,plus,slinear,quadratic,even,odd,False,410,0.987625717453,1.11758019133,1.13531742948
False,plus,plus,slinear,quadratic,even,odd,True,410,0.986918879816,1.11606021234,1.13478127921
False,plus,plus,slinear,quadratic,odd,none,False,410,0.993523530062,1.12466937917,1.14192066326
False,plus,plus,slinear,quadratic,odd,none,True,410,0.992811361443,1.12314035266,1.14139281225
False,plus,plus,slinear,quadratic,odd,even,False,410,0.999927870176,1.13236006276,1.14914298749
False,plus,plus,slinear,quadratic,odd,even,True,410,0.999218273582,1.13081460588,1.14862183074
False,plus,plus,slinear,quadratic,odd,odd,False,410,0.987625717453,1.11758019133,1.13531742948
False,plus,plus,slinear,quadratic,odd,odd,True,410,0.986918879816,1.11606021234,1.13478127921
False,plus,plus,slinear,cubic,none,none,False,410,0.993508969235,1.12464851592,1.14190284371
False,plus,plus,slinear,cubic,none,none,True,410,0.99279702488,1.12311962868,1.14137469197
False,plus,plus,slinear,cubic,none,even,False,410,0.999723245008,1.13211899633,1.14892871106
False,plus,plus,slinear,cubic,none,even,True,410,0.999012446678,1.13057337522,1.14840646468
False,plus,plus,slinear,cubic,none,odd,False,410,0.987553563424,1.11745016203,1.13522531567
False,plus,plus,slinear,cubic,none,odd,True,410,0.986846796744,1.1159305938,1.1346892828
False,plus,plus,slinear,cubic,even,none,False,410,0.993508969235,1.12464851592,1.14190284371
False,plus,plus,slinear,cubic,even,none,True,410,0.99279702488,1.12311962868,1.14137469197
False,plus,plus,slinear,cubic,even,even,False,410,0.999723245008,1.13211899633,1.14892871106
False,plus,plus,slinear,cubic,even,even,True,410,0.999012446678,1.13057337522,1.14840646468
False,plus,plus,slinear,cubic,even,odd,False,410,0.987553563424,1.11745016203,1.13522531567
False,plus,plus,slinear,cubic,even,odd,True,410,0.986846796744,1.1159305938,1.1346892828
False,plus,plus,slinear,cubic,odd,none,False,410,0.993508969235,1.12464851592,1.14190284371
False,plus,plus,slinear,cubic,odd,none,True,410,0.99279702488,1.12311962868,1.14137469197
False,plus,plus,slinear,cubic,odd,even,False,410,0.999723245008,1.13211899633,1.14892871106
False,plus,plus,slinear,cubic,odd,even,True,410,0.999012446678,1.13057337522,1.14840646468
False,plus,plus,slinear,cubic,odd,odd,False,410,0.987553563424,1.11745016203,1.13522531567
False,plus,plus,slinear,cubic,odd,odd,True,410,0.986846796744,1.1159305938,1.1346892828
False,plus,plus,quadratic,linear,none,none,False,410,0.993819052228,1.12502949584,1.14225707893
False,plus,plus,quadratic,linear,none,none,True,410,0.993105914576,1.12349957063,1.14173010573
False,plus,plus,quadratic,linear,none,even,False,410,1.00182631694,1.13456142698,1.15130891805
False,plus,plus,quadratic,linear,none,even,True,410,1.00112021003,1.13301416817,1.15079087689
False,plus,plus,quadratic,linear,none,odd,False,410,0.989427536613,1.11968607907,1.13731158071
False,plus,plus,quadratic,linear,none,odd,True,410,0.988719339062,1.11816297956,1.13677968875
False,plus,plus,quadratic,linear,even,none,False,410,0.993819052228,1.12502949584,1.14225707893
False,plus,plus,quadratic,linear,even,none,True,410,0.993105914576,1.12349957063,1.14173010573
False,plus,plus,quadratic,linear,even,even,False,410,1.00182631694,1.13456142698,1.15130891805
False,plus,plus,quadratic,linear,even,even,True,410,1.00112021003,1.13301416817,1.15079087689
False,plus,plus,quadratic,linear,even,odd,False,410,0.989427536613,1.11968607907,1.13731158071
False,plus,plus,quadratic,linear,even,odd,True,410,0.988719339062,1.11816297956,1.13677968875
False,plus,plus,quadratic,linear,odd,none,False,410,0.993819052228,1.12502949584,1.14225707893
False,plus,plus,quadratic,linear,odd,none,True,410,0.993105914576,1.12349957063,1.14173010573
False,plus,plus,quadratic,linear,odd,even,False,410,1.00182631694,1.13456142698,1.15130891805
False,plus,plus,quadratic,linear,odd,even,True,410,1.00112021003,1.13301416817,1.15079087689
False,plus,plus,quadratic,linear,odd,odd,False,410,0.989427536613,1.11968607907,1.13731158071
False,plus,plus,quadratic,linear,odd,odd,True,410,0.988719339062,1.11816297956,1.13677968875
False,plus,plus,quadratic,slinear,none,none,False,410,0.993819052228,1.12502949584,1.14225707893
False,plus,plus,quadratic,slinear,none,none,True,410,0.993105914576,1.12349957063,1.14173010573
False,plus,plus,quadratic,slinear,none,even,False,410,1.00182631694,1.13456142698,1.15130891805
False,plus,plus,quadratic,slinear,none,even,True,410,1.00112021003,1.13301416817,1.15079087689
False,plus,plus,quadratic,slinear,none,odd,False,410,0.989427536613,1.11968607907,1.13731158071
False,plus,plus,quadratic,slinear,none,odd,True,410,0.988719339062,1.11816297956,1.13677968875
False,plus,plus,quadratic,slinear,even,none,False,410,0.993819052228,1.12502949584,1.14225707893
False,plus,plus,quadratic,slinear,even,none,True,410,0.993105914576,1.12349957063,1.14173010573
False,plus,plus,quadratic,slinear,even,even,False,410,1.00182631694,1.13456142698,1.15130891805
False,plus,plus,quadratic,slinear,even,even,True,410,1.00112021003,1.13301416817,1.15079087689
False,plus,plus,quadratic,slinear,even,odd,False,410,0.989427536613,1.11968607907,1.13731158071
False,plus,plus,quadratic,slinear,even,odd,True,410,0.988719339062,1.11816297956,1.13677968875
False,plus,plus,quadratic,slinear,odd,none,False,410,0.993819052228,1.12502949584,1.14225707893
False,plus,plus,quadratic,slinear,odd,none,True,410,0.993105914576,1.12349957063,1.14173010573
False,plus,plus,quadratic,slinear,odd,even,False,410,1.00182631694,1.13456142698,1.15130891805
False,plus,plus,quadratic,slinear,odd,even,True,410,1.00112021003,1.13301416817,1.15079087689
False,plus,plus,quadratic,slinear,odd,odd,False,410,0.989427536613,1.11968607907,1.13731158071
False,plus,plus,quadratic,slinear,odd,odd,True,410,0.988719339062,1.11816297956,1.13677968875
False,plus,plus,quadratic,quadratic,none,none,False,410,0.993523530062,1.12466937917,1.14192066326
False,plus,plus,quadratic,quadratic,none,none,True,410,0.992811361443,1.12314035266,1.14139281225
False,plus,plus,quadratic,quadratic,none,even,False,410,0.999927870176,1.13236006276,1.14914298749
False,plus,plus,quadratic,quadratic,none,even,True,410,0.999218273582,1.13081460588,1.14862183074
False,plus,plus,quadratic,quadratic,none,odd,False,410,0.987625717453,1.11758019133,1.13531742948
False,plus,plus,quadratic,quadratic,none,odd,True,410,0.986918879816,1.11606021234,1.13478127921
False,plus,plus,quadratic,quadratic,even,none,False,410,0.993523530062,1.12466937917,1.14192066326
False,plus,plus,quadratic,quadratic,even,none,True,410,0.992811361443,1.12314035266,1.14139281225
False,plus,plus,quadratic,quadratic,even,even,False,410,0.999927870176,1.13236006276,1.14914298749
False,plus,plus,quadratic,quadratic,even,even,True,410,0.999218273582,1.13081460588,1.14862183074
False,plus,plus,quadratic,quadratic,even,odd,False,410,0.987625717453,1.11758019133,1.13531742948
False,plus,plus,quadratic,quadratic,even,odd,True,410,0.986918879816,1.11606021234,1.13478127921
False,plus,plus,quadratic,quadratic,odd,none,False,410,0.993523530062,1.12466937917,1.14192066326
False,plus,plus,quadratic,quadratic,odd,none,True,410,0.992811361443,1.12314035266,1.14139281225
False,plus,plus,quadratic,quadratic,odd,even,False,410,0.999927870176,1.13236006276,1.14914298749
False,plus,plus,quadratic,quadratic,odd,even,True,410,0.999218273582,1.13081460588,1.14862183074
False,plus,plus,quadratic,quadratic,odd,odd,False,410,0.987625717453,1.11758019133,1.13531742948
False,plus,plus,quadratic,quadratic,odd,odd,True,410,0.986918879816,1.11606021234,1.13478127921
False,plus,plus,quadratic,cubic,none,none,False,410,0.993508969235,1.12464851592,1.14190284371
False,plus,plus,quadratic,cubic,none,none,True,410,0.99279702488,1.12311962868,1.14137469197
False,plus,plus,quadratic,cubic,none,even,False,410,0.999723245008,1.13211899633,1.14892871106
False,plus,plus,quadratic,cubic,none,even,True,410,0.999012446678,1.13057337522,1.14840646468
False,plus,plus,quadratic,cubic,none,odd,False,410,0.987553563424,1.11745016203,1.13522531567
False,plus,plus,quadratic,cubic,none,odd,True,410,0.986846796744,1.1159305938,1.1346892828
False,plus,plus,quadratic,cubic,even,none,False,410,0.993508969235,1.12464851592,1.14190284371
False,plus,plus,quadratic,cubic,even,none,True,410,0.99279702488,1.12311962868,1.14137469197
False,plus,plus,quadratic,cubic,even,even,False,410,0.999723245008,1.13211899633,1.14892871106
False,plus,plus,quadratic,cubic,even,even,True,410,0.999012446678,1.13057337522,1.14840646468
False,plus,plus,quadratic,cubic,even,odd,False,410,0.987553563424,1.11745016203,1.13522531567
False,plus,plus,quadratic,cubic,even,odd,True,410,0.986846796744,1.1159305938,1.1346892828
False,plus,plus,quadratic,cubic,odd,none,False,410,0.993508969235,1.12464851592,1.14190284371
False,plus,plus,quadratic,cubic,odd,none,True,410,0.99279702488,1.12311962868,1.14137469197
False,plus,plus,quadratic,cubic,odd,even,False,410,0.999723245008,1.13211899633,1.14892871106
False,plus,plus,quadratic,cubic,odd,even,True,410,0.999012446678,1.13057337522,1.14840646468
False,plus,plus,quadratic,cubic,odd,odd,False,410,0.987553563424,1.11745016203,1.13522531567
False,plus,plus,quadratic,cubic,odd,odd,True,410,0.986846796744,1.1159305938,1.1346892828
False,plus,plus,cubic,linear,none,none,False,410,0.993819052228,1.12502949584,1.14225707893
False,plus,plus,cubic,linear,none,none,True,410,0.993105914576,1.12349957063,1.14173010573
False,plus,plus,cubic,linear,none,even,False,410,1.00182631694,1.13456142698,1.15130891805
False,plus,plus,cubic,linear,none,even,True,410,1.00112021003,1.13301416817,1.15079087689
False,plus,plus,cubic,linear,none,odd,False,410,0.989427536613,1.11968607907,1.13731158071
False,plus,plus,cubic,linear,none,odd,True,410,0.988719339062,1.11816297956,1.13677968875
False,plus,plus,cubic,linear,even,none,False,410,0.993819052228,1.12502949584,1.14225707893
False,plus,plus,cubic,linear,even,none,True,410,0.993105914576,1.12349957063,1.14173010573
False,plus,plus,cubic,linear,even,even,False,410,1.00182631694,1.13456142698,1.15130891805
False,plus,plus,cubic,linear,even,even,True,410,1.00112021003,1.13301416817,1.15079087689
False,plus,plus,cubic,linear,even,odd,False,410,0.989427536613,1.11968607907,1.13731158071
False,plus,plus,cubic,linear,even,odd,True,410,0.988719339062,1.11816297956,1.13677968875
False,plus,plus,cubic,linear,odd,none,False,410,0.993819052228,1.12502949584,1.14225707893
False,plus,plus,cubic,linear,odd,none,True,410,0.993105914576,1.12349957063,1.14173010573
False,plus,plus,cubic,linear,odd,even,False,410,1.00182631694,1.13456142698,1.15130891805
False,plus,plus,cubic,linear,odd,even,True,410,1.00112021003,1.13301416817,1.15079087689
False,plus,plus,cubic,linear,odd,odd,False,410,0.989427536613,1.11968607907,1.13731158071
False,plus,plus,cubic,linear,odd,odd,True,410,0.988719339062,1.11816297956,1.13677968875
False,plus,plus,cubic,slinear,none,none,False,410,0.993819052228,1.12502949584,1.14225707893
False,plus,plus,cubic,slinear,none,none,True,410,0.993105914576,1.12349957063,1.14173010573
False,plus,plus,cubic,slinear,none,even,False,410,1.00182631694,1.13456142698,1.15130891805
False,plus,plus,cubic,slinear,none,even,True,410,1.00112021003,1.13301416817,1.15079087689
False,plus,plus,cubic,slinear,none,odd,False,410,0.989427536613,1.11968607907,1.13731158071
False,plus,plus,cubic,slinear,none,odd,True,410,0.988719339062,1.11816297956,1.13677968875
False,plus,plus,cubic,slinear,even,none,False,410,0.993819052228,1.12502949584,1.14225707893
False,plus,plus,cubic,slinear,even,none,True,410,0.993105914576,1.12349957063,1.14173010573
False,plus,plus,cubic,slinear,even,even,False,410,1.00182631694,1.13456142698,1.15130891805
False,plus,plus,cubic,slinear,even,even,True,410,1.00112021003,1.13301416817,1.15079087689
False,plus,plus,cubic,slinear,even,odd,False,410,0.989427536613,1.11968607907,1.13731158071
False,plus,plus,cubic,slinear,even,odd,True,410,0.988719339062,1.11816297956,1.13677968875
False,plus,plus,cubic,slinear,odd,none,False,410,0.993819052228,1.12502949584,1.14225707893
False,plus,plus,cubic,slinear,odd,none,True,410,0.993105914576,1.12349957063,1.14173010573
False,plus,plus,cubic,slinear,odd,even,False,410,1.00182631694,1.13456142698,1.15130891805
False,plus,plus,cubic,slinear,odd,even,True,410,1.00112021003,1.13301416817,1.15079087689
False,plus,plus,cubic,slinear,odd,odd,False,410,0.989427536613,1.11968607907,1.13731158071
False,plus,plus,cubic,slinear,odd,odd,True,410,0.988719339062,1.11816297956,1.13677968875
False,plus,plus,cubic,quadratic,none,none,False,410,0.993523530062,1.12466937917,1.14192066326
